ProteinA	ProteinB	Detection Method	Interaction Type	Confidence
uniprotkb:O23160	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LST3	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:P93830	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9C5X0	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q38828	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q8LAL2	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9XFM0	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q38831	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.72
uniprotkb:Q8H174	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q9ZSY8	uniprotkb:Q8H174	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.82
uniprotkb:A0A2H1ZEC0	uniprotkb:Q9FKM7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SFD8	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C9L2	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.70
uniprotkb:Q9SKT1	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.61
uniprotkb:Q8LAL2	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:O64722	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q9C5W9	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q38826	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9XFM0	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9FUA4	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q38825	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:P49677	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q8S3D2	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LTC4	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:P49678	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q38831	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q8H174	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9ZSY8	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q38822	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q38824	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:O24409	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:P33077	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:O24410	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q9S7W5	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9XGX0	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FIW5	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q38828	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9LVG2	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FKM7	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:O24407	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q6J9Q2	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q93WJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q9FFJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q9SND4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.61
uniprotkb:Q9SLH3	uniprotkb:Q9FMT4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q93Z00	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q9FXG8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q38897	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q94JM3	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:O22179	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O23160	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LST3	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O65154	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O82239	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FIK2	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9MAH8	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FYK5	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A2H1ZEF6	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8L8A6	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:P93830	uniprotkb:Q9C5X0	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.78
uniprotkb:Q8GXW1	uniprotkb:Q9FX36	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:Q9LEZ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q94KL5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:A0A178VU28	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:P48000	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:B9DI20	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q9LMA8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q8W4J8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q9LEZ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:P93830	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:P33077	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:O24407	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:Q38829	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:Q38826	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:Q38825	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:Q38822	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q93WJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9FFJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9SND4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9FMT4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.61
uniprotkb:Q9LQT8	uniprotkb:Q93Z00	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9FXG8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:B9DGI8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9LD95	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q9LF53	uniprotkb:Q93WJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:Q9FFJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:Q9FMT4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:B9DGI8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q93WJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q9FFJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q9SND4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q9FMT4	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q9S7W5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:B9DGI8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:P49678	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C8Y3	uniprotkb:Q9ZP59	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q9ZWJ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q38897	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q94KL5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:A0A178VU28	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SLH3	uniprotkb:Q9MAH8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8W4J8	uniprotkb:Q9SLH3	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q9LQT8	uniprotkb:Q9LMA8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q8W4J8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.76
uniprotkb:Q9LQT8	uniprotkb:Q9LEZ9	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:Q9FX36	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LF53	uniprotkb:Q8W4J8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXW1	uniprotkb:Q38897	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SCK1	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A384LEC9	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LNW3	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.64
uniprotkb:O81027	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9FX36	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:B9DI20	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q94KL5	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:A0A178VU28	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q9LVW2	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:P48000	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LQT8	uniprotkb:Q38897	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A1P8AVS2	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LZL7	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9CAJ0	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:P49597	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q9LT89	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LNW3	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8W4L5	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SAD4	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q93WT0	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O23160	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.60
uniprotkb:Q84MC7	uniprotkb:Q9MAH8	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A1YKT1	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FJ07	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LVG2	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SN12	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.63
uniprotkb:O64647	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A384L3Q5	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A178WMH3	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SFD5	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C9X7	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C7T4	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O82277	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A1P8AVS2	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q38845	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O82754	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9ZW21	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.60
uniprotkb:Q9CAJ0	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.74
uniprotkb:Q9FGM9	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:P49597	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.84
uniprotkb:Q9LT89	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9S7W5	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q84MB2	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXA4	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9C9L2	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FTA2	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q94F58	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SCU5	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q8GXD8	uniprotkb:Q84MC7	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9ZW21	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LT89	uniprotkb:Q9FGM1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:P49597	uniprotkb:Q9FGM1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.67
uniprotkb:Q93WK5	uniprotkb:Q9FGM1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LNW3	uniprotkb:Q9FGM1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9SZE1	uniprotkb:Q9FGM1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9FDW1	uniprotkb:Q9FGM1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q94F58	uniprotkb:Q1ECF1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:A0A178VYJ2	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:O82754	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9ZW21	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9CAJ0	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.92
uniprotkb:P49597	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.86
uniprotkb:Q9LT89	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LNW3	uniprotkb:Q9FLB1	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9ZW21	uniprotkb:Q9SN51	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:P49597	uniprotkb:Q9SN51	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LT89	uniprotkb:Q9SN51	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
uniprotkb:Q9LNW3	uniprotkb:Q9SN51	"psi-mi:""MI:0397""(two hybrid array)"	"psi-mi:""MI:0915""(physical association)"	0.56
